SchoolYear,DistrictNCES,DistrictID,DistrictName,Control,PhysicalCity,PhysicalState,Enrollment,OpenDate,TeachingMethod,SportsParticipation,OnlineInstructionIncrease,NetworkInvestment,HardwareInvestment,StaffMaskPolicy,StudentMaskPolicy,StudentIllnessReturnPolicy,StudentIsolationArea,SchoolTemporaryShutdown,ParentOptOutClassroomTeaching,LastVerifiedDate
2020-2021,3626730,901450,Sherman Central School District,Public,Sherman,NY,411,09/09/2020,Hybrid,Unknown,Unknown,No,No,Required for all staff,Required for all students,Yes,Yes,Unknown,Yes,12/16/2020
2020-2021,3626840,901962,Shoreham-Wading River Central Schl Dist,Public,Shoreham,NY,2389,09/08/2020,On Premises,Unknown,Unknown,Unknown,Unknown,Required for all staff,Required for all students,Unknown,Yes,Unknown,Yes,10/05/2020
2020-2021,3624270,901473,Manchester-Shortsville Central Schools,Public,Shortsville,NY,901,09/10/2020,Hybrid,Unknown,Yes,Yes,Yes,Required for all staff,Required for all students,Yes,Yes,Never closed,Yes,09/17/2020
2020-2021,3616620,902145,Lakeland Central School District,Public,Shrub Oak,NY,6151,09/18/2020,Online Only,Yes,Pending,Pending,Pending,Unknown,Required for all students,Yes,Pending,Pending,Yes,12/23/2020
2020-2021,3626850,901582,Sidney Central School District,Public,Sidney,NY,1141,09/08/2020,Hybrid,No,Unknown,Unknown,Yes,Required for all staff,Required for all students,Yes,Yes,Closed 1-5 days,Yes,01/14/2021
2020-2021,3626880,901538,Silver Creek Central School District,Public,Silver Creek,NY,1156,09/08/2020,Hybrid,Yes,Pending,Unknown,No,Required for all staff,Required for all students,Yes,Yes,Unknown,Yes,11/13/2020
2020-2021,3606660,901451,Cassadaga Valley Central School District,Public,Sinclairville,NY,1052,09/08/2020,Hybrid,Yes,No,Yes,Yes,Required for all staff,Required for all students,Yes,Yes,Pending,Yes,09/30/2020
2020-2021,3626940,901717,Skaneateles Central School District,Public,Skaneateles,NY,1483,09/08/2020,Hybrid,Unknown,Yes,Yes,Yes,Required for all staff,Required for all students,Yes,Yes,Pending,Yes,01/21/2021
2020-2021,3619560,902111,Minisink Valley Central School District,Public,Slate Hill,NY,3764,,Pending,Pending,Pending,Pending,Pending,Pending,Pending,Pending,Pending,Pending,Pending,
2020-2021,3623340,902146,Pocantico Hills Central School District,Public,Sleepy Hollow,NY,300,09/09/2020,Hybrid,Unknown,Unknown,Unknown,Unknown,Required for all staff,Required for all students,Yes,Yes,Unknown,Unknown,12/28/2020
2020-2021,3628650,902113,Public Schools of Tarrytowns,Public,Sleepy Hollow,NY,2865,10/09/2020,Hybrid,Yes,Unknown,Yes,Unknown,Required for all staff,Required for all students,Unknown,Yes,Never closed,Yes,01/14/2021
2020-2021,3627000,901547,Cheektowaga-Sloan Union Free School Dist,Public,Sloan,NY,1438,09/08/2020,Hybrid,Unknown,No,Unknown,Yes,Required for all staff,Required for all students,Yes,No,Never closed,Yes,12/30/2020
2020-2021,3627060,901963,Smithtown Central School District,Public,Smithtown,NY,9443,09/11/2020,Hybrid,Unknown,Unknown,Yes,Yes,Required for all staff,Required for all students,Yes,Yes,Never closed,Yes,12/22/2020
2020-2021,3627120,901474,Sodus Central Schools,Public,Sodus,NY,1155,09/04/2020,Hybrid,No,Yes,Yes,Yes,Required for all staff,Required for all students,Yes,Yes,Never closed,Yes,12/28/2020
2020-2021,3627180,902161,Somers Central School District,Public,Somers,NY,3165,09/08/2020,Hybrid,Yes,Unknown,Yes,Yes,Required for all staff,Required for all students,Unknown,Yes,Never closed,Yes,10/14/2020
2020-2021,3623070,901539,Pine Valley Central School District,Public,South Dayton,NY,630,09/25/2020,On Premises,Yes,Unknown,No,No,Required for all staff,Required for all students,Yes,Yes,Never closed,Yes,10/14/2020
2020-2021,3627240,901816,South Glens Falls Central Schl District,Public,South Glens Falls,NY,3192,09/08/2020,Unknown,No,Unknown,Pending,Yes,Pending,Pending,Pending,Pending,Pending,Pending,07/24/2020
2020-2021,3627330,901583,South Kortright Central School District,Public,South Kortright,NY,385,09/08/2020,Online Only,Unknown,No,No,No,Required for all staff,Required for all students,Yes,Yes,Never closed,No,12/29/2020
2020-2021,3622100,901718,Otselic Valley Central School District,Public,South Otselic,NY,380,09/14/2020,Hybrid,Yes,No,Unknown,No,Required for all staff,Required for all students,Yes,Yes,Closed indefinitely,Unknown,10/30/2020
2020-2021,3627540,901928,Southampton Union Free School District,Public,Southampton,NY,1667,09/21/2020,Hybrid,No,Unknown,Unknown,Yes,Required for all staff,Required for all students,Unknown,Yes,Never closed,Yes,10/01/2020
2020-2021,3629070,901927,Tuckahoe Common School District,Public,Southampton,NY,350,09/09/2020,Online Only,No,No,Pending,Pending,Required for all staff,Required for all students,Yes,Yes,Never closed,Yes,12/29/2020
2020-2021,3627620,901929,Southold Union Free School District,Public,Southold,NY,893,09/09/2020,Hybrid,Yes,No,Yes,No,Required for all staff,Required for all students,Yes,No,Closed 1-5 days,Yes,10/13/2020
2020-2021,3616530,901904,Lake Pleasant Central School District,Public,Speculator,NY,85,09/14/2020,On Premises,No,No,No,Unknown,Required for all staff,Required for all students,Yes,Yes,Never closed,No,01/21/2021
2020-2021,3627750,901415,Spencer Van Etten Central School Dist,Public,Spencer,NY,1076,09/11/2020,Hybrid,Unknown,Unknown,Yes,Yes,Pending,Pending,Pending,Pending,Pending,Yes,01/13/2021
2020-2021,3627780,901476,Spencerport Central School District,Public,Spencerport,NY,3645,09/14/2020,Hybrid,No,Yes,No,No,Required for all staff,Required for all students,Yes,Yes,Never closed,Yes,10/02/2020
2020-2021,3627810,902112,East Ramapo Central School District,Public,Spring Valley,NY,8540,,Pending,Pending,Pending,Pending,Pending,Pending,Pending,Pending,Pending,Pending,Pending,
2020-2021,3612990,901540,Springville-Griffith Central School Dist,Public,Springville,NY,2100,09/10/2020,Hybrid,Yes,Yes,Yes,Yes,Required for all staff,Required for all students,Yes,Yes,Never closed,Yes,01/21/2021
2020-2021,3628020,901906,Stamford Central School District,Public,Stamford,NY,280,09/09/2020,Hybrid,Unknown,Unknown,Unknown,Unknown,Required for all staff,Required for all students,Unknown,Yes,Unknown,Unknown,12/28/2020
2020-2021,3607710,901621,Clifton-Fine Central School District,Public,Star Lake,NY,300,09/08/2020,Hybrid,Unknown,Yes,Yes,Yes,Required for all staff,Required for all students,Yes,Yes,Closed 6-14 days,Yes,11/04/2020
2020-2021,,104157177,Integration Charter Schools,Public,Staten Island,NY,655,09/10/2020,Hybrid,Yes,Unknown,Unknown,Yes,Required for all staff,Required for all students,Yes,Yes,Never closed,Yes,11/03/2020
2020-2021,3600103,26604847,New York City Community School Dist 31,Public,Staten Island,NY,70067,09/21/2020,Hybrid,No,Pending,Pending,Pending,Pending,Pending,Pending,Pending,Pending,Yes,12/29/2020
2020-2021,3628110,901907,Stillwater Central School District,Public,Stillwater,NY,1184,09/14/2020,Hybrid,Yes,Unknown,Pending,Yes,Required for all staff,Required for all students,Yes,Yes,Closed indefinitely,Yes,01/06/2021
2020-2021,3628200,901999,Three Village Central School District,Public,Stony Brook,NY,6126,,Pending,Pending,Pending,Pending,Pending,Pending,Pending,Pending,Pending,Pending,Pending,
2020-2021,3628560,901965,Syosset Central School District,Public,Syosset,NY,6594,09/08/2020,Other,Unknown,Pending,Pending,Pending,Required for all staff,Required for all students,Unknown,Unknown,Never closed,Yes,01/11/2021
2020-2021,,87088051,The Jewish Educ Project Schls-Long IS,Private,Syosset,NY,,08/31/2020,Hybrid,Yes,Unknown,Unknown,Yes,Required for all staff,Required for all students,Yes,Yes,Never closed,Yes,11/16/2020
2020-2021,3617940,901723,Lyncourt Union Free School District,Public,Syracuse,NY,377,09/10/2020,Hybrid,No,No,Yes,Yes,Required for all staff,Required for all students,Unknown,Yes,Unknown,Yes,01/08/2021
2020-2021,3627150,901724,Solvay Union Free School District,Public,Syracuse,NY,1675,09/10/2020,Hybrid,No,Unknown,No,Pending,Required for all staff,Required for all students,Yes,Yes,Never closed,Yes,10/06/2020
2020-2021,3600070,108166257,Southside Academy Charter School,Public,Syracuse,NY,686,09/14/2020,Online Only,Yes,Unknown,Unknown,Unknown,Required for all staff,Unknown,Unknown,Unknown,Unknown,Yes,12/14/2020
2020-2021,3628590,901725,Syracuse City School District,Public,Syracuse,NY,21006,09/14/2020,Online Only,Yes,Pending,Pending,Pending,Required for all staff,Not required,Yes,Yes,Never closed,Unknown,10/13/2020
2020-2021,3607320,901705,Westhill Central School District,Public,Syracuse,NY,1832,08/09/2020,Unknown,No,Unknown,Unknown,Unknown,Pending,Pending,Pending,Pending,Pending,Pending,08/05/2020
2020-2021,3615060,901873,Hunter Tannersville Central School Dist,Public,Tannersville,NY,428,09/09/2020,Hybrid,No,Unknown,Unknown,Yes,Required for all staff,Required for all students,Unknown,Yes,Never closed,No,11/20/2020
2020-2021,3620160,902114,Mount Pleasant Central School District,Public,Thornwood,NY,1970,,Pending,Pending,Pending,Pending,Pending,Pending,Pending,Pending,Pending,Pending,Pending,
2020-2021,3628680,901774,Ticonderoga Central School District,Public,Ticonderoga,NY,798,09/08/2020,Hybrid,No,Unknown,Unknown,Unknown,Required for all staff,Unknown,Unknown,Unknown,Never closed,Yes,12/18/2020
2020-2021,3628710,901584,Tioga Central Schools,Public,Tioga Center,NY,981,09/11/2020,Hybrid,No,No,Yes,Yes,Required for all staff,Required for all students,Yes,Yes,Never closed,Yes,01/04/2021
2020-2021,3628740,901541,Tonawanda City School District,Public,Tonawanda,NY,1719,09/08/2020,Hybrid,Yes,No,Unknown,Unknown,Required for all staff,Required for all students,Unknown,Yes,Never closed,Yes,10/05/2020
2020-2021,3605520,901876,Brunswick Central School District,Public,Troy,NY,1355,09/14/2020,Hybrid,Unknown,Unknown,Yes,Yes,Required for all staff,Required for all students,Yes,Yes,Unknown,Unknown,12/23/2020
2020-2021,3616740,901877,Lansingburgh Central School District,Public,Troy,NY,2441,09/14/2020,Hybrid,No,No,Yes,Yes,Required for all staff,Required for all students,Yes,Yes,Never closed,Yes,10/09/2020
2020-2021,3631410,901875,North Greenbush Common School District,Public,Troy,NY,15,09/08/2020,Hybrid,Unknown,Unknown,No,No,Unknown,Not required,Yes,Yes,Never closed,Yes,12/02/2020
2020-2021,3628950,901908,Troy City School District,Public,Troy,NY,4248,09/14/2020,Online Only,Yes,Pending,Pending,Pending,Pending,Pending,Pending,Pending,Pending,Yes,12/22/2020
2020-2021,3631830,901887,Wynantskill Union Free School District,Public,Troy,NY,320,09/10/2020,Unknown,No,No,Yes,Yes,Required for all staff,Required for all students,Yes,Yes,Closed 6-14 days,Unknown,12/30/2020
2020-2021,3628980,901414,Trumansburg Central School District,Public,Trumansburg,NY,1081,09/04/2020,Hybrid,Yes,Yes,Yes,Yes,Required for all staff,Required for all students,Yes,Yes,Never closed,Yes,12/29/2020
2020-2021,3629130,901719,Tully Central School District,Public,Tully,NY,910,09/10/2020,Hybrid,Yes,Unknown,Yes,No,Required for all staff,Required for all students,Unknown,Yes,Never closed,Yes,10/14/2020
2020-2021,3629160,901765,Tupper Lake Central School District,Public,Tupper Lake,NY,902,09/08/2020,Hybrid,Yes,Unknown,Unknown,Unknown,Unknown,Required for all students,Yes,Yes,Unknown,Unknown,12/28/2020
2020-2021,3627360,901657,South Lewis Central School District,Public,Turin,NY,1020,09/08/2020,Hybrid,Yes,Unknown,Pending,Unknown,Not required,Required for all students,Yes,Yes,Never closed,No,10/02/2020
2020-2021,3629190,902080,Tuxedo Union Free School District,Public,Tuxedo Park,NY,370,11/03/2020,Online Only,No,Yes,Yes,Yes,Required for all staff,Not required,Yes,Yes,Closed 1-5 days,Yes,12/30/2020
2020-2021,3629250,901720,Union Springs Central School District,Public,Union Springs,NY,622,09/08/2020,Hybrid,No,Yes,Yes,Yes,Pending,Pending,Pending,Pending,Pending,Pending,10/14/2020
2020-2021,3629280,902060,Uniondale School District,Public,Uniondale,NY,6682,09/08/2020,Hybrid,No,Unknown,Unknown,Yes,Required for all staff,Required for all students,Yes,Yes,Closed 1-5 days,Yes,01/25/2021
2020-2021,3629370,901665,Utica City School District,Public,Utica,NY,9955,09/08/2020,Online Only,Unknown,Yes,Yes,Yes,Unknown,Unknown,Unknown,Unknown,Closed indefinitely,No,10/28/2020
2020-2021,3615210,901879,Ichabod Crane Central School District,Public,Valatie,NY,1732,09/14/2020,Hybrid,Yes,Unknown,Yes,Yes,Required for all staff,Required for all students,Yes,Yes,Closed indefinitely,Yes,01/21/2021
2020-2021,3620170,902116,Mount Pleasant-Blythedale Union Free SD,Public,Valhalla,NY,144,09/02/2020,Hybrid,Unknown,Yes,Unknown,Yes,Required for all staff,Required for all students,Yes,Unknown,Never closed,Yes,12/14/2020
2020-2021,3629400,902115,Valhalla Union Free School District,Public,Valhalla,NY,1463,09/08/2020,Hybrid,Yes,Unknown,Unknown,Unknown,Required for all staff,Required for all students,Unknown,Unknown,Never closed,Yes,10/09/2020
2020-2021,3629520,902012,Valley Stream Central High School Dist,Public,Valley Stream,NY,4435,09/03/2020,Hybrid,No,No,Yes,Yes,Required for all staff,Required for all students,Yes,Yes,Closed 6-14 days,Yes,11/05/2020
2020-2021,3629430,902044,Valley Stream Union Free Schl Dist 13,Public,Valley Stream,NY,2127,,Pending,Pending,Pending,Pending,Pending,Pending,Pending,Pending,Pending,Pending,Pending,
2020-2021,3629460,902013,Valley Stream Union Free School Dist 24,Public,Valley Stream,NY,1077,09/03/2020,Hybrid,No,Yes,Yes,Yes,Required for all staff,Required for all students,Unknown,Yes,Never closed,Yes,09/29/2020
2020-2021,3629490,902011,Valley Stream Union Free School Dist 30,Public,Valley Stream,NY,1596,09/03/2020,Hybrid,Unknown,Unknown,Yes,Yes,Required for all staff,Required for all students,Yes,Yes,Closed 1-5 days,Yes,12/30/2020
2020-2021,3622200,901658,Owen D Young Central School District,Public,Van Hornesville,NY,200,09/09/2020,Hybrid,No,No,Yes,Yes,Required for all staff,Required for all students,Yes,Yes,Closed indefinitely,Yes,12/04/2020
2020-2021,3626760,901659,Vernon-Verona-Sherrill Central Schools,Public,Verona,NY,2093,09/10/2020,Hybrid,No,Unknown,Yes,Unknown,Required for all staff,Required for all students,Yes,Yes,Never closed,Yes,10/06/2020
2020-2021,3629610,901585,Vestal Central School District,Public,Vestal,NY,3371,,Pending,Pending,Pending,Pending,Pending,Pending,Pending,Pending,Pending,Pending,Pending,
2020-2021,3629640,901477,Victor Central School District,Public,Victor,NY,4257,09/01/2020,Hybrid,Yes,Unknown,Yes,Yes,Required for all staff,Required for all students,Yes,Unknown,Never closed,Yes,01/08/2021
2020-2021,3629670,901880,Voorheesville Central School District,Public,Voorheesville,NY,1131,09/14/2020,Hybrid,Yes,Yes,Yes,Yes,Required for all staff,Required for all students,Yes,Yes,Never closed,Yes,10/09/2020
2020-2021,3617400,901966,Little Flower Union Free School District,Public,Wading River,NY,112,09/09/2020,Hybrid,No,No,Unknown,Yes,Required for all staff,Not required,Unknown,Unknown,Never closed,Yes,11/02/2020
2020-2021,3629760,901930,Wainscott Common School District,Public,Wainscott,NY,25,09/09/2020,On Premises,No,No,Unknown,No,Required for all staff,Required for all students,Yes,Yes,Never closed,No,11/30/2020
2020-2021,3629790,901830,Wallkill Central School District,Public,Wallkill,NY,3090,10/05/2020,Online Only,Unknown,No,Unknown,Unknown,Required for all staff,Required for all students,Unknown,Unknown,Unknown,Yes,10/26/2020
2020-2021,3629820,901586,Walton Central School District,Public,Walton,NY,1085,09/10/2020,Hybrid,Unknown,Unknown,Unknown,Unknown,Pending,Pending,Pending,Pending,Pending,Yes,09/30/2020
2020-2021,3611740,901488,Gananda Central School District,Public,Walworth,NY,1080,09/09/2020,Hybrid,No,No,Yes,Unknown,Required for all staff,Required for all students,Yes,Yes,Never closed,Yes,01/21/2021
2020-2021,3629850,901967,Wantagh Union Free School District,Public,Wantagh,NY,3025,09/08/2020,Hybrid,Yes,Unknown,Unknown,Unknown,Required for all staff,Required for all students,Unknown,Yes,Closed indefinitely,Yes,01/21/2021
2020-2021,3629910,901775,Warrensburg Central School District,Public,Warrensburg,NY,767,09/08/2020,Hybrid,Unknown,No,No,No,Required for all staff,Required for all students,Unknown,Unknown,Never closed,Unknown,12/18/2020
2020-2021,3629940,901478,Warsaw Central Schools,Public,Warsaw,NY,997,09/09/2020,Hybrid,Yes,Yes,Yes,Yes,Required for all staff,Required for all students,Yes,Yes,Never closed,Yes,10/07/2020
2020-2021,3629970,902081,Warwick Valley Central School District,Public,Warwick,NY,3665,09/08/2020,Hybrid,Yes,Unknown,Yes,Yes,Required for all staff,Required for all students,Yes,Yes,Unknown,Yes,12/22/2020
2020-2021,3630030,902082,Washingtonville Central School District,Public,Washingtonville,NY,4735,09/08/2020,Hybrid,Yes,Yes,Yes,Yes,Required for all staff,Required for all students,Yes,Yes,Unknown,Unknown,12/04/2020
2020-2021,3630060,901881,Waterford-Halfmoon Union Free Schl Dist,Public,Waterford,NY,825,08/11/2020,Online Only,Unknown,Unknown,Unknown,Yes,Required for all staff,Required for all students,Yes,No,Unknown,Yes,12/22/2020
2020-2021,3600014,901721,Waterloo Central School District,Public,Waterloo,NY,1624,09/08/2020,Hybrid,Yes,Unknown,Yes,Yes,Required for all staff,Required for all students,Unknown,Unknown,Never closed,Yes,10/05/2020
2020-2021,3630120,901667,Watertown City School District,Public,Watertown,NY,3934,09/09/2020,Online Only,Yes,Yes,Yes,Yes,Unknown,Required for middle/high school students only,No,Yes,Never closed,Yes,10/19/2020
2020-2021,3630160,901661,Waterville Central School District,Public,Waterville,NY,825,09/08/2020,Hybrid,Unknown,Unknown,Yes,No,Required for all staff,Required for all students,Yes,Yes,Never closed,Yes,12/18/2020
2020-2021,3630210,901882,Watervliet City School District,Public,Watervliet,NY,1352,09/09/2020,Online Only,No,Yes,Yes,Yes,Required for all staff,Required for high school students only,Yes,Yes,Never closed,Yes,12/30/2020
2020-2021,3630240,901416,Watkins Glen Central Schools,Public,Watkins Glen,NY,1088,09/08/2020,Hybrid,No,Unknown,Yes,Unknown,Required for all staff,Unknown,Yes,Yes,Closed indefinitely,Pending,09/25/2020
2020-2021,3630270,901417,Waverly Central School District,Public,Waverly,NY,1505,09/08/2020,Hybrid,No,Unknown,Unknown,No,Required for all staff,Required for all students,Unknown,Yes,Closed indefinitely,Yes,10/06/2020
2020-2021,3600011,901479,Wayland Cohocton Central Schools,Public,Wayland,NY,1379,09/14/2020,Hybrid,Yes,Yes,Yes,Yes,Required for all staff,Required for all students,Yes,Yes,Never closed,Yes,01/07/2021
2020-2021,3630360,901480,Webster Central School District,Public,Webster,NY,8484,09/10/2020,Hybrid,Yes,Pending,Pending,Pending,Required for all staff,Required for all students,Unknown,Unknown,Never closed,Yes,10/08/2020
2020-2021,3630420,901722,Weedsport Central School District,Public,Weedsport,NY,906,09/08/2020,Hybrid,Yes,Unknown,Yes,Yes,Required for all staff,Required for all students,Yes,Yes,Never closed,Yes,10/14/2020
2020-2021,3630450,901884,Wells Central School District,Public,Wells,NY,150,09/09/2020,On Premises,No,Yes,Yes,Yes,Not required,Required for all students,Yes,Yes,Never closed,No,12/03/2020
2020-2021,3630480,901418,Wellsville Central School District,Public,Wellsville,NY,1574,09/14/2020,Hybrid,Yes,Unknown,No,No,Required for all staff,Required for all students,Yes,Yes,Closed indefinitely,Yes,01/08/2021
2020-2021,3630540,902019,West Babylon Union Free School District,Public,West Babylon,NY,4271,09/02/2020,Hybrid,Unknown,Unknown,Unknown,Pending,Pending,Pending,Pending,Pending,Pending,Unknown,01/08/2021
2020-2021,3604290,901778,Beekmantown Central School District,Public,West Chazy,NY,2008,09/14/2020,Hybrid,Unknown,Unknown,No,Unknown,Pending,Pending,Pending,Pending,Pending,Yes,09/25/2020
2020-2021,3630660,902059,West Hempstead Union Free School Dist,Public,West Hempstead,NY,2145,,Pending,Pending,Pending,Pending,Pending,Pending,Pending,Pending,Pending,Pending,Pending,
2020-2021,3630690,901968,West Islip Union Free School District,Public,West Islip,NY,4752,,Pending,Pending,Pending,Pending,Pending,Pending,Pending,Pending,Pending,Pending,Pending,
2020-2021,,902084,West Point School District,Public,West Point,NY,812,,Pending,Pending,Pending,Pending,Pending,Pending,Pending,Pending,Pending,Pending,Pending,
2020-2021,3621900,901563,Orchard Park Central School District,Public,West Seneca,NY,4767,,Pending,Pending,Pending,Pending,Pending,Pending,Pending,Pending,Pending,Pending,Pending,
